_______,Sun 14-06-2020,23:47:46,24.50,45.00
_______,Sun 14-06-2020,23:47:47,24.40,46.00
_______,Sun 14-06-2020,23:47:48,24.40,46.00
MJ235AA,Sun 14-06-2020,23:47:49,24.50,46.00
MJ235AA,Sun 14-06-2020,23:47:50,24.60,45.00
MJ235AA,Sun 14-06-2020,23:47:51,24.70,46.00
MJ235AA,Sun 14-06-2020,23:47:52,24.70,46.00
MJ235AA,Sun 14-06-2020,23:47:53,24.80,47.00
